"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"340484",804255242,"Getting Adrian's art exhibited across the pond","Painting","Art","USD","6/14/2016",2000,"5/17/2016 2:05",0,"failed",0,"US",0,0,2000
"196238",1999137317,"The Redefined Detour Theory","Plays","Theater","USD","8/21/2017",20000,"7/22/2017 3:24",0,"failed",0,"US",0,0,20000
"213592",2088489371,"THE AVENUE","Blues","Music","USD","10/29/2015",2500,"9/29/2015 14:26",2500,"successful",39,"US",2500,2500,2500
"103409",1525775873,"A New Day a documentary feature film production","Documentary","Film & Video","USD","7/29/2011",20000,"6/14/2011 1:03",455,"failed",5,"US",455,455,20000
"140067",1711295353,"Shoe Lights: Night Runner Pro","Wearables","Technology","USD","4/21/2017",25000,"3/22/2017 19:00",31949.01,"successful",396,"US",10950,31949.01,25000
"225005",2146384465,"Vitruvian Apparel | Fashionable Athletic Fit Denim","Apparel","Fashion","EUR","6/22/2017",15000,"5/23/2017 9:43",15144,"successful",86,"NL",0,16920.48,16759.59
"309574",646759953,"Internet Security Training for Everyone","Technology","Technology","USD","2/4/2015",15000,"1/5/2015 18:56",11,"failed",2,"US",11,11,15000
"281559",50235352,"Homegrown Smoker Vegan BBQ Second Food Cart Venture","Food","Food","USD","3/16/2012",5000,"2/15/2012 3:04",5920.88,"successful",136,"US",5920.88,5920.88,5000
"94893",1482285695,"On Our Way Back Home","Indie Rock","Music","USD","9/30/2012",1000,"9/5/2012 0:39",1340,"successful",41,"US",1340,1340,1000
"352135",863890872,"Miami Rocker´s first ALBUM ""Miami Beatz Chapter One""","Music","Music","USD","12/19/2012",15000,"11/19/2012 16:45",78,"failed",5,"US",78,78,15000
"104639",1531877802,"Traduction de mon roman : du Français vers l'Anglais","Fiction","Publishing","CAD","6/19/2017",5800,"5/10/2017 22:31",1,"failed",1,"CA",0,0.76,4383.64
"298395",589588609,"Chen Guangcheng - The Man Without Peer - Comic Book","Comics","Comics","USD","8/6/2012",500,"7/6/2012 20:32",19,"failed",2,"US",19,19,500
"155886",1792858027,"App with short engaging & safe content for young families","Web","Technology","USD","9/16/2017",25000,"8/17/2017 22:47",882,"failed",11,"US",360,882,25000
"48391",1246715050,"Hacker Wars","Film & Video","Film & Video","USD","6/5/2012",200,"5/8/2012 13:40",1313,"successful",78,"US",1313,1313,200
"224558",2143949565,"The Green Egg Adventure - A book that celebrates differences","Children's Books","Publishing","CAD","2/11/2018",3600,"12/13/2017 18:18",135,"live",4,"CA",0,107.84,2875.63
"262272",404016650,"Above All Entertainment, Record Label, Music, Charity group","Music","Music","USD","12/30/2015",50000,"11/30/2015 5:36",0,"failed",0,"US",0,0,50000
"290838",549911538,"Mariscos Altamar Salsa (Canceled)","Food","Food","USD","12/11/2013",3000,"11/11/2013 18:59",1001,"canceled",18,"US",1001,1001,3000
"218849",2114687445,"Bottled Lightning - NYU Short Film","Film & Video","Film & Video","USD","3/11/2013",2000,"2/21/2013 17:23",2023.38,"successful",19,"US",2023.38,2023.38,2000
"102538",1521002684,"The Necronomnomnom - A Cookbook of Eldritch Horror","Cookbooks","Food","USD","12/9/2017",27500,"10/10/2017 20:57",80793,"successful",1896,"US",1033,80793,27500
"143046",172684704,"Herman and Joe (Canceled)","Video Games","Games","EUR","2/19/2016",800,"1/20/2016 22:45",45,"canceled",3,"DE",49.02,49.93,887.68
"341274",808263487,"Little Devil Cupcakery is Expanding!","Food","Food","USD","11/27/2013",8900,"10/28/2013 17:47",625,"failed",10,"US",625,625,8900
"117639",1597665897,"Micastricas 1st trade show - Playtime Paris","Crafts","Crafts","EUR","11/1/2016",5500,"9/26/2016 1:57",5652,"successful",106,"NL",422.21,6269.76,6101.15
"17082",108667110,"Treaty Daze: An aboriginal Skit show.","Comedy","Film & Video","CAD","11/26/2016",20000,"10/27/2016 7:53",0,"failed",0,"CA",0,0,15034.2
"318251",691067934,"Penny Pincher","Product Design","Design","USD","1/1/2015",2500,"12/2/2014 21:58",60,"failed",4,"US",60,60,2500
"207073",205521203,"Coven TCG","Playing Cards","Games","USD","2/17/2016",1000,"1/29/2016 4:33",52,"failed",3,"US",52,52,1000
"15631",10791032,"One","Mobile Games","Games","CAD","1/1/2017",10000,"12/2/2016 3:46",1438,"failed",13,"CA",533.41,1084.63,7542.62
"83050",1422295883,"Wild Bills Dark Ride Paradise","Documentary","Film & Video","USD","5/26/2012",15000,"4/26/2012 4:07",2445,"failed",15,"US",2445,2445,15000
"241434",29796316,"Dyrt Gear - Fresh Mountain Bike Apparel that Shares the Love","Apparel","Fashion","USD","6/17/2016",5000,"5/17/2016 3:09",927,"failed",14,"US",927,927,5000
"219333",2117170658,"Wormhole! - A sci-fi table top board game with a twist!","Tabletop Games","Games","USD","12/30/2015",45000,"11/30/2015 21:00",4989.18,"failed",77,"US",4989.18,4989.18,45000
"247443",328442235,"YOU'VE BEEN TRUMPED TOO","Documentary","Film & Video","USD","10/30/2016",75000,"9/30/2016 16:39",76044.5,"successful",1083,"US",32751,76044.5,75000
"8897",1044889667,"Digital Overload","Radio & Podcasts","Publishing","USD","7/1/2015",3500,"6/1/2015 2:14",0,"failed",0,"US",0,0,3500
"78982",1401874511,"Lockin - We secure your data.","Web","Technology","USD","9/7/2014",500,"8/8/2014 5:22",525,"successful",9,"US",525,525,500
"375546",983944727,"The Ahimsa Cookbook","Food","Food","USD","8/13/2012",300,"7/24/2012 0:19",453,"successful",24,"US",453,453,300
"41712",1212273365,"Bloo Von Dollie Double Disc English/Spanish Album","Electronic Music","Music","USD","5/3/2012",8000,"4/3/2012 6:43",50,"failed",2,"US",50,50,8000
"238900",284778689,"DJ Setup","Music","Music","EUR","9/18/2015",5000,"8/4/2015 21:15",1,"undefined",0,"N,0""",NA,1.14,5709.52
"271366",450563225,"The Axolotl","Shorts","Film & Video","GBP","7/7/2016",1000,"6/20/2016 17:50",1330,"successful",10,"GB",1909.73,1727.18,1298.63
"58203",1296089430,"What in the World is RTS","Children's Books","Publishing","NZD","8/16/2016",750,"7/21/2016 4:21",1179,"successful",23,"NZ",409.57,855.65,544.31
"31064",1158059100,"Playing Mantis Productions Youtube","Film & Video","Film & Video","USD","2/10/2013",2500,"1/16/2013 5:04",0,"failed",0,"US",0,0,2500
"99820",1506875678,"Healthy Yet Hilarious (Canceled)","Live Games","Games","AUD","8/10/2014",5000,"7/11/2014 23:28",100,"canceled",1,"AU",94.06,93.21,4660.7
"112668",157233771,"Florida Intergenerational Orchestra Coloring Book Art&Music","Music","Music","USD","7/18/2016",5000,"6/17/2016 1:25",100,"failed",2,"US",100,100,5000
"41634",1211946215,"Sun Fountian (Canceled)","Public Art","Art","USD","4/30/2012",2000,"3/28/2012 19:46",516,"canceled",18,"US",516,516,2000
"238118",28066854,"A SIGN OF THE TIMES - Photography for a cause","People","Photography","USD","12/29/2016",5000,"11/29/2016 8:27",5096,"successful",69,"US",337,5096,5000
"176139",18959863,"A Simple Meeting (Canceled)","Action","Film & Video","USD","5/28/2015",1200,"5/13/2015 5:23",10,"canceled",1,"US",10,10,1200
"157651",1801911630,"Onicks needs YOUR help to shoot his music video!","Documentary","Film & Video","USD","3/11/2011",1000,"2/9/2011 7:10",0,"failed",0,"US",0,0,1000
"334735",775181077,"Stereotypical Brewing","Food","Food","USD","1/14/2013",15000,"11/25/2012 20:53",17910,"successful",128,"US",17910,17910,15000
"284502",51740140,"A New World to Imagine: Legends of ILLANDRIA Vol. 1","Fiction","Publishing","USD","9/22/2013",14000,"8/12/2013 9:03",406,"failed",6,"US",406,406,14000
"323594",71823313,"OSC Tech Corner","Web","Journalism","USD","5/3/2015",5000,"4/3/2015 3:21",1,"failed",1,"US",1,1,5000
"233452",256509435,"*** T H U N D E R  - T R A C K *** Relaunch from Turbo Rally","Tabletop Games","Games","USD","12/20/2014",12000,"11/21/2014 19:43",13817,"successful",443,"US",13817,13817,12000
"58430",1297160609,"The Jacob Fischer Photography Funding Project","Art","Art","USD","11/16/2014",5000,"10/22/2014 19:21",21,"failed",2,"US",21,21,5000
"278803",48829581,"Broderick- By Ron Bryce and Jay Peteranetz","Comic Books","Comics","USD","7/10/2017",2500,"6/8/2017 17:36",3086,"successful",86,"US",346,3086,2500
"150096",1762802202,"The First Limited Edition hardcover book by Greenspirit Arts","Art","Art","USD","2/15/2011",9750,"12/10/2010 8:33",4378,"canceled",44,"US",4378,4378,9750
"115002",158409479,"Llama Flower Pot","Crafts","Crafts","NOK","3/9/2016",50000,"2/8/2016 20:01",15,"failed",3,"NO",1.75,1.76,5876.41
"356980",888572698,"Aratana Hajimari: a Visual Novel","Video Games","Games","USD","2/19/2016",5000,"1/20/2016 15:14",77,"failed",6,"US",77,77,5000
"35168",1178289477,"Open House Management Platform (IoT iBeacon Proximity)","Apps","Technology","USD","6/1/2014",50000,"4/2/2014 16:04",25,"failed",1,"US",25,25,50000
"194381",1989675829,"(Meta-Physics) City and Hyper Local Art Letter Press Prints","Crafts","Crafts","USD","10/6/2012",450,"9/6/2012 2:29",475,"successful",13,"US",475,475,450
"226578",221772934,"Pandora's Cage-Help Fight Human Trafficking!","Narrative Film","Film & Video","USD","4/18/2012",10000,"3/16/2012 10:30",1587.25,"failed",40,"US",1587.25,1587.25,10000
"204704",2042813497,"Jessica Rae: Exciting new music ready to be recorded!!","Country & Folk","Music","USD","4/11/2013",15000,"3/16/2013 0:09",17314,"successful",211,"US",17314,17314,15000
"99197",1503555774,"King Of Soles - Ireland's First Sneaker Label","Footwear","Fashion","EUR","3/29/2017",5000,"2/27/2017 10:00",4188,"canceled",33,"IE",2319.39,4477.37,5345.48
"24193",112271387,"SITUATE Magazine (Canceled)","Web","Journalism","USD","2/1/2016",22000,"1/6/2016 20:26",3307,"canceled",61,"US",3307,3307,22000
"193758",1986156414,"climate controlled enclosed lawnmower","Robots","Technology","USD","2/5/2016",16000,"1/6/2016 21:07",26,"failed",2,"US",26,26,16000
"254576",36461264,"Pagosa Kids Co-op. An all weather place to get wiggles out!","Live Games","Games","USD","8/16/2017",1500,"7/30/2017 17:18",232,"canceled",8,"US",58,232,1500
"180083",1916117467,"Create a Floating Retreat for Artists!","Art","Art","USD","7/26/2012",6600,"7/18/2012 18:45",4832,"failed",51,"US",4832,4832,6600
"303798",616920515,"The Shadowbox Youth Brigade","Webseries","Film & Video","USD","12/3/2010",5000,"10/4/2010 21:50",1792,"failed",21,"US",1792,1792,5000
"38909",11976001,"Power Pill Fist ""Swear Jar"" video","Film & Video","Film & Video","USD","9/12/2013",3000,"8/13/2013 21:08",486,"failed",15,"US",486,486,3000
"172904",1879409878,"Carved Wooden Bow Ties","Product Design","Design","AUD","3/16/2014",9000,"1/30/2014 21:51",5311,"failed",77,"AU",4675.94,4815.05,8159.56
"318288",69119932,"Painting Self Portrait","Painting","Art","USD","11/24/2013",600,"10/25/2013 18:58",1,"failed",1,"US",1,1,600
"246694",324586773,"Cosmoneer Proto - Take YOUR first step towards spaceflight!","Space Exploration","Technology","USD","11/30/2016",12000,"10/31/2016 5:17",3015,"failed",23,"US",141,3015,12000
"352627",866489937,"Andy and Zev wanna act!","Theater","Theater","USD","3/9/2014",2500,"2/4/2014 4:46",2760,"successful",45,"US",2760,2760,2500
"323272",716616363,"The Northwest in an Instant","Photography","Photography","USD","6/12/2016",400,"5/17/2016 12:51",4,"failed",1,"US",4,4,400
"283513",512528389,"Haru y el Desfile de los Dioses","Publishing","Publishing","MXN","12/26/2016",47000,"11/26/2016 1:44",47699,"successful",56,"MX",54.17,2309.32,2275.48
"168798",1858693271,"Literary Award - Naked Girls Reading","Art Books","Publishing","USD","10/31/2010",500,"10/1/2010 23:48",765,"successful",10,"US",765,765,500
"156158",1794239138,"""Two"" - The Music CD by Herbie J Pilato","Pop","Music","USD","10/7/2010",50000,"9/7/2010 22:43",0,"failed",0,"US",0,0,50000
"47549",1242316079,"Aqua Red 2013","Fashion","Fashion","USD","3/18/2013",2500,"2/1/2013 23:15",2627,"successful",40,"US",2627,2627,2500
"287332",531877066,"Where talk fails, Music speaks. A very first Demo Project.","Music","Music","DKK","12/15/2016",20000,"11/23/2016 14:47",21165,"successful",24,"DK",705.5,2972.03,2808.44
"24558",1124649850,"Crime Stopper, The Anonymous Tip Hotline","Gadgets","Technology","USD","7/16/2016",35000,"6/16/2016 0:46",0,"failed",0,"US",0,0,35000
"67479",1343422997,"NYU ALUMNI WEB SERIES FINALIST - SPACESHIPS IN YOUR DESSERT","Webseries","Film & Video","USD","12/11/2010",5000,"11/11/2010 5:34",20,"canceled",1,"US",20,20,5000
"214955",2095270058,"Melbern's Holiday Surprise","Children's Books","Publishing","USD","4/27/2013",9300,"3/30/2013 13:00",145,"failed",4,"US",145,145,9300
"237736",278674432,"ONE GOOD YEAR People, politics and pot in Humboldt County.","Documentary","Film & Video","USD","12/29/2012",31000,"12/7/2012 21:53",3529,"failed",69,"US",3529,3529,31000
"80525",1409464543,"Help Yow Dance in their 2013 Spring Season","Dance","Dance","USD","1/13/2013",1000,"12/13/2012 17:41",1315,"successful",25,"US",1315,1315,1000
"281824",503813627,"Stick- Practical, Fashionable Dog Accessories","Pet Fashion","Fashion","GBP","4/14/2017",2500,"3/15/2017 18:13",2538,"successful",23,"GB",672.36,3243.12,3194.56
"68274",1347536182,"Temptations Lies and Betrayal Theatrical Debut","Theater","Theater","USD","7/21/2012",3000,"5/22/2012 8:27",0,"failed",0,"US",0,0,3000
"177584",1903411623,"Marketing: ""Strictly For Free And Reduced Lunch Students""","Hip-Hop","Music","USD","4/14/2015",5000,"3/17/2015 3:33",1,"failed",1,"US",1,1,5000
"45815",1232887305,"Fiscal Kliff Freeride Skis","Product Design","Design","USD","1/16/2014",15000,"12/5/2013 20:38",3696,"failed",21,"US",3696,3696,15000
"204856",2043615574,"What you should NEVER do to live a Happy Life!","Publishing","Publishing","USD","5/26/2016",5000,"4/26/2016 20:34",0,"failed",0,"N,0""",NA,0,5000
"242331",302511585,"The Northwest Company's University Blankets","Product Design","Design","USD","7/22/2016",75000,"6/22/2016 17:01",16550,"failed",104,"US",15406,16550,75000
"368128",9454984,"Zombieverse - The Beginning, a Collectible Card Game","Tabletop Games","Games","CAD","10/7/2016",30000,"9/7/2016 21:57",1306,"failed",15,"CA",266.86,984.1,22605.68
"51634",1262804440,"The White Vampire Chronicles","Fiction","Publishing","USD","10/19/2014",10000,"9/19/2014 17:22",6,"failed",1,"US",6,6,10000
"55178",1280788194,"Between Patience Prudence and Hope","Nonfiction","Publishing","USD","7/15/2012",5000,"6/15/2012 16:26",370,"failed",11,"US",370,370,5000
"286535",527632245,"40 - Day by day - A year in photos","People","Photography","NZD","6/28/2015",5000,"5/29/2015 1:04",10,"failed",1,"NZ",7.25,6.69,3346.05
"303780",616826291,"Bedford Hills KITCHEN","Small Batch","Food","USD","1/29/2016",40000,"12/30/2015 20:03",7709,"failed",43,"US",7709,7709,40000
"194592",1990777205,"Help support The Winchester!","Restaurants","Food","USD","12/7/2013",20000,"11/7/2013 23:46",23091,"successful",198,"US",23091,23091,20000
"307238",634879193,"Susie Magazine","Journalism","Journalism","USD","2/25/2017",5000,"1/26/2017 16:53",6586,"successful",181,"US",2927,6586,5000
"47922",1244309946,"Magical Muses & Oceans - Artist Painting Series Project","Painting","Art","USD","5/17/2016",3000,"4/17/2016 2:20",100,"canceled",4,"US",100,100,3000
"139811",1710044585,"Reel Delicious","Food","Food","USD","1/23/2014",35000,"12/9/2013 22:36",35106.38,"successful",403,"US",35106.38,35106.38,35000
"89857",1456512169,"Right Meow: The Life of Murray","Animals","Photography","USD","8/3/2014",99,"7/13/2014 2:14",2,"failed",2,"US",2,2,99
"344312",823758501,"Fishbit: Your Aquarium Made Simple","Hardware","Technology","USD","3/25/2016",71750,"2/24/2016 17:51",75950,"successful",179,"US",75950,75950,71750
"46733",1237886761,"A One Man Show at the Carmel Sunset Center.","Fine Art","Photography","USD","7/11/2017",5000,"6/14/2017 3:04",7800,"successful",20,"US",2100,7800,5000
"224713",2144906739,"The Inevitable","Drama","Film & Video","USD","9/10/2014",10000,"8/11/2014 20:29",260,"failed",4,"US",260,260,10000
"313842",668375825,"The Suppressors NEW Record","Music","Music","USD","10/6/2014",5000,"8/27/2014 6:48",987,"failed",26,"US",987,987,5000
"314420",671317165,"Kay and P: Volume 4","Graphic Novels","Comics","USD","6/21/2017",2000,"5/22/2017 20:36",2190,"successful",43,"US",195,2190,2000
"59588",1302978879,"Dinosaur Island","Video Games","Games","USD","12/10/2012",15000,"10/30/2012 23:27",931,"failed",25,"US",931,931,15000
"354647",876736042,"Don't panic I'm here to help fix your computer issues","Publishing","Publishing","USD","4/15/2016",50000,"3/16/2016 3:40",10,"failed",1,"US",10,10,50000
"126249",1640979426,"An Ideal Necklace: A Victorian Gabbing & Gifting Game","Tabletop Games","Games","USD","11/3/2015",9500,"9/29/2015 6:29",1453,"failed",31,"US",1453,1453,9500
"364332",926218937,"Omuni Online","Video Games","Games","CAD","11/20/2013",350000,"10/11/2013 19:19",521,"failed",8,"CA",500.79,494.26,332036.81
"356897",888053422,"The Skateboarding Culture","Film & Video","Film & Video","USD","4/16/2016",25000,"3/17/2016 9:53",36,"failed",3,"US",36,36,25000
"70246",1357580413,"Up and Coming Private Professional Chefs","Events","Food","USD","10/28/2014",3000,"8/29/2014 21:59",20,"failed",1,"US",20,20,3000
"19706",1100043419,"IBUK","Apps","Technology","USD","5/16/2015",10000,"4/16/2015 22:40",0,"failed",0,"US",0,0,10000
"2715",101395376,"The House Beautiful","Theater","Theater","GBP","7/5/2013",500,"5/26/2013 18:54",50,"failed",1,"GB",75.65,74.85,748.54
"160112",1814256439,"ALPHAWORLD (Canceled)","Music Videos","Film & Video","AUD","10/27/2015",470000,"9/28/2015 0:00",0,"canceled",0,"AU",0,0,333120.7
"107401",1546008717,"Blight: The Short Film","Film & Video","Film & Video","USD","12/5/2015",1500,"11/24/2015 6:35",490,"undefined",0,"N,0""",NA,490,1500
"297207",583214935,"BASEbelt: This Pack Will Unlock Your Next Life Hack!","Apparel","Fashion","USD","10/18/2017",35000,"9/18/2017 18:44",11652,"canceled",89,"US",1720,11652,35000
"363594",922558703,"the true Democracy machine","Web","Technology","AUD","1/22/2016",2e+07,"11/23/2015 20:16",0,"failed",0,"AU",0,0,14054813.77
"270846",44809256,"URBAN CONFUSTIONS","Poetry","Publishing","USD","5/1/2011",1000,"2/9/2011 23:33",1000.55,"successful",28,"US",1000.55,1000.55,1000
"238866",284593309,"Finding Utopia (Canceled)","Video Games","Games","DKK","3/18/2015",20000,"2/16/2015 14:05",1835,"canceled",16,"DK",280.85,265.37,2892.26
"21837",1110626056,"The EP","Hip-Hop","Music","USD","4/24/2016",2000,"3/25/2016 21:46",1120,"failed",3,"US",1120,1120,2000
